speaker_id	audio	sentence	gender	gender_domain	duration
7	221025-225254_nya_b6c_elicit_13	kamtsikana kakang ono kakuthamangira pakiyo n kumayang ana chinthu china chosalongosoka 	F	0	11.68
2	221026-135935_nya_394_elicit_12	anyamata awiri akuyenda m mphepete mwa nyanja ndi abakha ambiri kumbuyo kwawo 	M	1	5.94
2	221030-133842_nya_394_elicit_25	anthu ovala zonyezimira zaku india akuyenda panja 	M	1	3.99
2	221101-175728_nya_394_elicit_12	mayi wina atavala suti yosambira yapinki wanyamula cholowa cha badminton pomwe mayi wina akuyang ana 	M	1	9.1
2	221111-190309_nya_394_elicit_4	anthu ayenda mseu pomwe anyanchito akuika magetsi 	M	1	5.2
2	221030-103809_nya_394_elicit_47	mwamuna akukankhira mwana woyenda m mphepete mwa nyanja mkazi ali ndi kamnyamata patsogolo 	M	1	7.62
4	221112-004306_nya_626_elicit_20	akuluakulu anayi kuphatikizapo mayi wovala malaya ofiirira ndi mwana wamng ono amakhala mozungulira tebulo lokutidwa ndi nsalu ya patebulo yamizeremizere pamene agalu anayi akugona pansi mozungulira tebulo 	F	0	24.07
2	221101-144049_nya_394_elicit_39	ana atatu akusewera m mphepete mwa nyanja ndipo bwato litaima kumbuyo kwake 	M	1	6.56
2	221101-154133_nya_394_elicit_25	mtsikana wina yemwe ali ndi nkhope yodandaula akugwira kumaso kwa mzimayi yemwe akugwada pansi 	M	1	8.96
2	221029-125153_nya_394_elicit_1	anyamata awiri aang ono amasangalala kusewera m madzi osaya pamene akuyang ana m mbuyo kwa wojambulayo 	M	1	9.41
2	221030-142923_nya_394_elicit_39	galu wabulauni ndi woyera akuthamanga pamunda wabulauni 	M	1	6.65
2	221022-150736_nya_394_elicit_12	mkazi akujambulidwa pavidiyo pamene akupereka ulaliki kwa gulu la anthu 	M	1	6.65
2	221021-234718_nya_394_elicit_38	atavala chipewa cholimba choyera ndi malaya obiriwira wogwira ntchito wandevu amakwera pamtengo wamagetsi kapena telefoni 	M	1	10.62
2	221029-163752_nya_394_elicit_39	wothandizira ndege wa ku asia akuyang anira anthu omwe ali m ndege 	M	1	5.92
3	221114-070800_nya_626_elicit_36	gulu la anthu akulankhula ndipo gulu lina likuyang ana zithunzi zojambulidwa kukhoma 	F	0	10.89
2	221028-153920_nya_394_elicit_9	agalu awiri oyera amathamangitsa mpira wofiira pabwalo kutsogolo kwa mpanda woyera 	M	1	7.58
2	221111-194707_nya_394_elicit_3	ka mtsikana kasewera ndi kadoli pa kasupe wagulu 	M	1	5.2
2	221021-231334_nya_394_elicit_32	mnyamata waima pabwalo akutembenuza bwinja 	M	1	4.61
2	221113-075005_nya_394_elicit_6	mtsikana amene mutu wake ukutuluka m madzi m kamwa mwake 	M	1	5.31
2	221101-141218_nya_394_elicit_6	bambo wina wovala jinzi akupuma pabenchi yamizeremizere mapazi ake ali pangolo yonyamula katundu 	M	1	9.44
2	221028-173712_nya_394_elicit_42	mayi wovala malaya akuda ndi chithunzi cha mkazi wina womangidwa kwa iye 	M	1	6.44
2	221101-111209_nya_394_elicit_36	mayi wachikulire atavala bulawuzi yofiira ataima kutsogolo kwa katundu wake 	M	1	6.46
2	221030-124227_nya_394_elicit_26	makasitomala aima pamzere kuti agule chakudya 	M	1	3.72
2	221030-140213_nya_394_elicit_10	amuna awiri akuwonekera pamasewera a mpira pamene mwamuna mmodzi wanyamula mbendera yachikasu 	M	1	8.03
2	221030-150324_nya_394_elicit_31	bokosi losambira likuwoneka likuyandama m madzi ndipo munthu wayima pamenepo 	M	1	8.96
2	221026-152356_nya_394_elicit_47	amuna awiri ovala ngati santa claus akuvina pakhoma pamaso pa owonerera awiri 	M	1	8.89
2	221029-163752_nya_394_elicit_47	achinyamata angapo amaima uku akuonera ngati woyimba banjo woyimba piyano komanso osewera gitala akusewera pamalo akuda 	M	1	10.48
2	221101-124651_nya_394_elicit_39	mtsikana wovala ma leggings ofiira ndi diresi yaubweya akuyenda pawindo la sitolo atavala mahedifoni ake akuwoneka mosasamala 	M	1	10.8
2	221022-150736_nya_394_elicit_5	mwamuna wovala jinzi ya blue malaya amizeremizere kapu ya mpira ndi mahedifoni akukhala pa benchi mumsewu wa anthu onse mwina akudikirira basi 	M	1	12.09
2	221030-101143_nya_394_elicit_28	galu wakuda akusewera m madzi ndi chidole chobiriwira 	M	1	5.56
2	221028-162153_nya_394_elicit_39	bambo akutenga chithunzi chokongola cha mapiri kwinaku akujambula kutsogolo kwake ndi burashi lalitali komanso lokongola 	M	1	11.12
2	221023-174803_nya_394_elicit_14	achinyamata ena akusewera pa bwato pamene mwamuna akupalasa bwato lake n kupita kwa iwo 	M	1	8.53
2	221029-181608_nya_394_elicit_19	kamtsikana kakang ono ka jeans wa buluu nsapato pamwamba pa pinki ndi jekete la bulauni akudumpha m mphepete mwa msewu 	M	1	10.44
2	221030-144005_nya_394_elicit_49	bambo wina wa ku asia wokhala ndi ma headphone akunyodola pamene akugwira ntchito yokhotakhota m chipinda chamdima 	M	1	11.28
3	221114-085051_nya_626_elicit_30	mwamuna wovala malaya amtundu wakuda akumenya chinachake 	F	0	4.81
2	221029-174228_nya_394_elicit_15	munthu wosambira ali m mbali yosazama kwambiri ya nyanja ndipo dzanja lake lili pa kadoko kakang ono 	M	1	9.82
2	221026-152356_nya_394_elicit_8	mnyamata yemwe ali ndi malaya obiriwira a manja aatali ali mkati mwa studio yojambulira 	M	1	7.62
2	221029-160417_nya_394_elicit_17	mayi wina wovala yunifolomu yakuda ndi chisoti chakuda pa skates akupikisana mu roller derby 	M	1	8.3
2	221026-143340_nya_394_elicit_19	gulu la ana ovala zovala zosewerera m chilimwe likutsatira mnyamata wina panjira yoyalidwa 	M	1	9.94
2	221101-131437_nya_394_elicit_29	banja lina linapsompsona kutsogolo kwa keke yokongola yamagulu atatu yokhala ndi riboni yabuluu ndi mawu apinki 	M	1	9.85
2	221030-161731_nya_394_elicit_47	na ena amayang ana mnyamata wovala malaya achikasu atagwira mphika wofiyira ndi chogwirira akuweramira ku chubu chopepuka chalalanje 	M	1	14.7
2	221101-103229_nya_394_elicit_5	wosewera mpira wina wovala jeresi ya lalanje ndipo wina atavala jeresi yoyera aikidwa poyambira 	M	1	9.76
2	221026-095826_nya_394_elicit_38	wosewera mpira wa basketball ali ndi basketball kukonzekera kujambula 	M	1	6.76
2	221101-152830_nya_394_elicit_14	bambo wina wachikulire wakhala pafupi ndi zenera ali ndi mabotolo angapo a mowa kutsogolo kwake 	M	1	8.44
4	221112-004306_nya_626_elicit_40	khamu la anthu ovala nyengo yofunda likuima pamzere kutsogolo kwa nyumba kudikirira chinachake 	F	0	9.73
2	221023-170816_nya_394_elicit_47	bambo wina wovala yunifolomu yoyera akufuna kuwomba mfuti koma amuna awiri ovala zakuda akuyesa kumutsekereza 	M	1	10.91
3	221114-055325_nya_626_elicit_38	bambo wa pabwalo la mafunde a bulauni apanga phokoso lalikulu lomwe limanyowetsa osambira ena awiri omwe adayimilira chapafupi 	F	0	18.38
2	221026-102358_nya_394_elicit_18	womanga akuimirira pafupi ndi chubu chachikulu chachikasu pafupi ndi njanji mumsewu wa mumzinda 	M	1	9.87
2	221101-174201_nya_394_elicit_16	amuna atatu akhala pamiyala mumchenga pamene mwamuna wovala chipewa chofiira ndi malaya akuyang ana kunja 	M	1	9.76
2	221030-131635_nya_394_elicit_41	mwana akudya chinachake pafupi kwambiri ndi kamera pamene ana ena amakhala patebulo kumbuyo kwake 	M	1	10.82
2	221030-161731_nya_394_elicit_32	bambo wina wovala malaya apinki akuyang ana pakompyuta ya laputopu pamene mayi wina wovala zovala zakuda ndi zoyera akuwuzira kapu yake ya khofi 	M	1	16.86
2	221113-080157_nya_394_elicit_20	pamphepete mwa nyanja pali anthu ambiri kuphatikizapo ana 	M	1	6.06
2	221029-180426_nya_394_elicit_7	pano pali chithunzi cha mwana wamwamuna akutsuka m nyumba ndi kapeti 	M	1	6.69
2	221030-144005_nya_394_elicit_42	osambira ampikisano amadumpha kuchokera m mphepete mwa dziwe kupita kumadzi 	M	1	8.35
2	221101-174201_nya_394_elicit_33	mtsikana akuyatsa makandulo pakati pa maluwa pamanda 	M	1	6.42
2	221030-144005_nya_394_elicit_13	galu wabulauni ndi wakuda akuyesera kugwira mpira wofiira mkamwa mwake 	M	1	8.12
4	221112-005507_nya_626_elicit_21	mayi wina wovala blazer ya beige ndi magalasi adzuwa akuyang ana mwamuna wina wovala t sheti yamizeremizere yemwe akuyang anitsitsa azimayi awiri omwe akumwetulira ovala zankhondo m mphepete mwa mzindawo 	F	0	22.6
2	221113-082401_nya_394_elicit_8	mwamuna wina wa ku asia akuphika nyama zingapo pandodo 	M	1	5.4
2	221113-090125_nya_394_elicit_23	pano pali chithunzi cha ogwira ntchito yomanga akukonzekera kupita kukagwira ntchito pamalo okwera 	M	1	8.46
2	221111-182436_nya_394_elicit_47	mzimai wavundula ndiyo zamasamba zokazinga muciphinda cophikila mnyumba ndipo pa kauutala pali mabotolo ndi majaki m madziko 	M	1	15.84
3	221114-060739_nya_626_elicit_11	anthu awiri ovala zipewa akuyenda m tchire 	F	0	4.95
2	221111-185040_nya_394_elicit_30	mzibambo wacicepele woyera ndi jakete ya buluu ndi cikhausu wamwetula pomwe aliimirire kusongolo kwa ukonde 	M	1	10.8
3	221114-063718_nya_626_elicit_48	msungwana wamng ono wovala chovala chachikasu atayikidwa pabedi pozunguliridwa ndi maluwa 	F	0	11.48
2	221111-182436_nya_394_elicit_46	ana ambiri asewera masewera agalimoto polaris pabwalo 	M	1	6.24
2	221113-100223_nya_394_elicit_18	mwamuna ndi mkazi akukwera njinga kudutsa mphambano ya mumzinda 	M	1	6.78
4	221111-233812_nya_626_elicit_19	gulu la anyamata achichepere mkati mwamasewera a lacrosse mamembala awiri a timu imodzi akuthamangira kumbuyo kwa osewera awiri a timu ina 	F	0	16.97
8	221002-202925_nya_97d_elicit_11	woyendetsa njinga yamoto akwera njinga yamoto m munda waudzu womangidwa ndi mapiri 	F	0	11.18
2	221113-080157_nya_394_elicit_26	galu wakuda ndi woyera amalumpha mumlengalenga kuti agwire frisbee woyera pamunda waudzu 	M	1	7.71
2	221029-161925_nya_394_elicit_29	mayi akuimba violin wosambitsidwa ndi kuwala kofiyira komwe kumawonekera kudzera mu mesh 	M	1	10.84
2	221113-090125_nya_394_elicit_14	wosewera wa gulu loguba wavala magalasi adzuwa ndikuyimba lipenga 	M	1	7.44
3	221114-090743_nya_626_elicit_4	galu wotuwa akusambira mumtsinje ndi ndodo mkamwa 	F	0	6.22
4	221111-213342_nya_626_elicit_33	woimba wina wamkazi atavala diresi lakuda akukokera maikolofoni pamene oimba atatu akuimba zoimbira za zingwe 	F	0	13.52
2	221028-173712_nya_394_elicit_25	mwamuna wolimba mtima atatsegula pakamwa atavala malaya oyera ndi magalasi atanyamula chakumwa pafupi ndi anthu ena 	M	1	9.39
2	221028-134716_nya_394_elicit_24	bambo wina wovala chipewa chakuda suti yakuda ndi plaid yakuda komanso malaya alalanje akusewera kumbuyo kwa munthu yemwe wavala malaya akuda otsegula wagwira kapepala ndikuyimba maikolofoni 	M	1	16.11
2	221111-185040_nya_394_elicit_27	mzibambo waimirira pa kwendo imodzi ndipo wagwira ndengu ya zinyalala 	M	1	8.37
4	221111-235753_nya_626_elicit_34	munthu wovala zovala zofiira ndi zakuda akukwera m mbali mwa phiri lozizira kwambiri 	F	0	9.94
2	221029-190025_nya_394_elicit_23	mayi wina akumwetulira kamera atakhala patebulo lachidziwitso la kukoleji lokhala ndi zidziwitso mozungulira iye ndi timabuku tambiri patebulo patsogolo pake 	M	1	18.13
7	221025-225254_nya_b6c_elicit_36	mayi akukwera njinga yake ndipo akusangalala ndi zowoneka bwino za m nyanja 	F	0	7.26
2	221028-181315_nya_394_elicit_35	anyamata atatu m modzi atakhala kutsogolo kwa chikepe ndipo wina wakweza dzanja lake kumaso womaliza atakhala pabokosi ndikumwetulira 	M	1	15.38
2	221113-082401_nya_394_elicit_38	oimba akuimba pa siteji pamene khamu likuyang ana manja ali m mwamba 	M	1	7.46
2	221026-113140_nya_394_elicit_49	mnyamata wina wa masharubu ndi nkhope yodabwa ali pa desk kutsogolo kwa makompyuta awiri ina ndi laputopu ina ndi desktop yomwe akusewerapo 	M	1	12.77
3	221114-063718_nya_626_elicit_38	mayi wina wovala buluu akuyasamula ndi mkazi wovala zoyera afika pakumwa mowa ngati mwamuna wovala mawotchi akuda pamene onse atatu ali paulendo wa kumisasa 	F	0	23.82
2	221111-191533_nya_394_elicit_28	mzibambo wavala jakeke yakuda ndi zovala zogwira zaivi amilila pa njila wagwira pepala lolemdwa zinthu m manja ake 	M	1	13.41
3	221114-073420_nya_626_elicit_7	mwamuna wakuda akuyang ana chithunzi cha akazi atavala chophimba kumaso ndi mpango wotuwa 	F	0	10.57
11	221018-125424_nya_e3d_elicit_42	bambo wina wovala malaya amizeremizere akuyimba maikolofoni pamene bambo wina yemwe wavala bandeji yofiirira pakhosi pake akuliza gitala lamagetsi kumbuyo kwake 	F	0	18.49
7	221026-002221_nya_b6c_elicit_35	galu wabulauni ndi chinsalu akumenyana pafupi ndi dziwe 	F	0	6.12
2	221101-113540_nya_394_elicit_26	bambo wa imvi komanso wovala polo yonyezimira akugwira ntchito pogwiritsa ntchito zida 	M	1	7.44
2	221030-152551_nya_394_elicit_11	mtsikana wa tsitsi la blond ndi malaya oyera akutsuka mano 	M	1	5.04
2	221026-135935_nya_394_elicit_11	mayi wa tsitsi la imvi atavala chovala cha buluu chokhala ndi zinyenyeswazi za chipale chofewa amalinganiza chinachake pamutu pake 	M	1	13.86
2	221101-131437_nya_394_elicit_21	mnyamata wina wovala thukuta la buluu ndi jeans wanyamula dzungu m manja mwake ataima pakati pa munda wa maungu 	M	1	9.1
2	221029-154453_nya_394_elicit_29	mayi wina watsitsi la blond wavala magalasi adzuwa ndi mahedifoni akunyamula ndudu 	M	1	7.4
2	221026-113140_nya_394_elicit_31	munthu amatsetsereka paphiri la chipale chofewa ndiponso lodzadza ndi mitengo 	M	1	8.76
2	221030-172350_nya_394_elicit_12	agalu awiri akuda akuthamanga muudzu wina ali ndi mpira wobiriwira mkamwa mwake 	M	1	6.96
4	221111-234816_nya_626_elicit_37	gulu la anthu litakhala pansi pa mtengo wamaluwa wa pinki ndi woyera womwe uli ndi udzu 	F	0	8.71
2	221101-181423_nya_394_elicit_24	anthu anayi akusewera mpira m bwalo labwinja lomwe lili ndi mtengo pafupi 	M	1	5.79
2	221029-175401_nya_394_elicit_4	bambo wina wovala yunifolomu ya buluu amagwira ntchito pafupi ndi sitima m njanji 	M	1	5.67
2	221101-141218_nya_394_elicit_42	chipale chofewa chinaphimba mapiri ndi munthu amene akuyenda kumbuyo kwake 	M	1	6.58
2	221113-093450_nya_394_elicit_15	mayi akumwetulira atavala chovala chobiriwira chobiriwira akutsamira kumbuyo kwa mwamuna wovala malaya asiliva 	M	1	10.55
4	221111-214633_nya_626_elicit_35	bambo wovala malaya akuda ndi magalasi akukweza manja atakhala patebulo la poker 	F	0	8.71
2	221030-140213_nya_394_elicit_44	mwamuna waima mumsewu pafupi ndi khomo ndipo wagwira manja kumbuyo kwake 	M	1	6.24
2	221030-142923_nya_394_elicit_13	bambo wina akutuluka m makwerero akuchotsa chipale chofewa ndi m mphepete mwa msewu kuchokera kutsogolo kwa nyumba yake 	M	1	11.05
2	221029-175401_nya_394_elicit_49	mtsikana wovala kapu yoyera akudya kagawo kakang ono kachipatso pafupi ndi mtsikana wovala kapu yabuluu yemwe akudya chokoleti 	M	1	11.23
2	221030-152551_nya_394_elicit_37	mayi akuseweretsa cello atavala siketi yagolide kutsogolo kwake kuli chosewerera cha tuba chobiriwira 	M	1	11.41
2	221029-163752_nya_394_elicit_16	munthu amene ali ndi fosholo yalalanje akupala chipale chofewa 	M	1	5.26
2	221030-142923_nya_394_elicit_25	mnyamata wina atakwera m nyumba akuima kutsogolo kwa maikolofoni atanyamula gitala 	M	1	7.37
3	221114-071739_nya_626_elicit_8	anthu atatu ovala ma parachuti akugwera limodzi mlengalenga 	F	0	5.83
2	221101-144049_nya_394_elicit_45	woweta ng ombe wovala kakafupi kobiriwira amakhala pamwamba pa ng ombe yoyera yomwe adangomanga pa rodeo 	M	1	10.96
2	221028-132706_nya_394_elicit_15	bambo wina wovala malaya oyera ndi abuluu komanso mathalauza otuwa akuyang ana chapatali 	M	1	7.96
2	221030-095301_nya_394_elicit_47	gulu la ana ndi owayang anira akuyenda pa boardwalk ndikumadya ayisikilimu 	M	1	8.28
2	221111-181340_nya_394_elicit_28	chikuoneka nga msilikali wagona mu galimoto popita ku nyumba atapasidwa nchito 	M	1	8.26
4	221111-234816_nya_626_elicit_9	galu amabisala muudzu wautali m mphepete mwa nyanja 	F	0	6.22
3	221114-054111_nya_626_elicit_35	bambo wina wovala malaya abuluu komanso chipewa chakuda akuyenda ndi manja atagwira kumbuyo kwake m kanjira masana 	F	0	11.66
2	221029-190025_nya_394_elicit_47	anthu atatu avala suti za nayiloni za buluu zothina ndi mphunzitsi m modzi wakuda ndi ponytail akuwathandiza kuvala zingwe 	M	1	14.59
2	221030-140213_nya_394_elicit_37	kamwana ka sweti lofiira ndi mathalauza otuwa munthambi za mtengo 	M	1	7.4
2	221030-172350_nya_394_elicit_45	khamu lalikulu la anthu okhala m mizere iwiri lalitali akuyang ana m mbuyo ndi kuwala kobiriwira kochokera pamwamba pake 	M	1	10.39
2	221026-115610_nya_394_elicit_16	pali dzanja kutsogolo kwa mbendera yofiira yobiriwira yoyera ndi yakuda 	M	1	6.26
2	221030-101143_nya_394_elicit_0	bambo wina wovala shati ndi tayi akumwetulira ndipo wanyamula magalasi adzuwa m manja ndi pepala la mtundu wina 	M	1	10.69
2	221021-231334_nya_394_elicit_18	mayi wina ndi kamnyamata aimirira pansi pa mtengo waukulu ndipo mayiyo akuukoka ndi chingwe 	M	1	9.32
3	221114-082649_nya_626_elicit_27	mwamuna wadazi wovala malaya abuluu ndi akabudula amakhala pachidole chabwalo lamasewera 	F	0	8.92
2	221101-113540_nya_394_elicit_6	mwamuna wa imvi ndi masharubu akuda wavala malaya amikono yaifupi yofiira mabatani pansi mathalauza amtundu wa blue capri ndi nsapato ataima m mbali mwa msewu 	M	1	14.59
7	221026-004257_nya_b6c_elicit_43	galu woyera akutsamira pamtengo ngati nkhuku ikujowina pansi 	F	0	8.44
4	221111-233812_nya_626_elicit_20	mwamuna ali pampando akugwira mbiya yaikulu pagudumu loumba mbiya 	F	0	8.53
2	221029-160417_nya_394_elicit_11	anyamata achichepere awiri a magulu otsutsana amasewera mpira atavala mayunifolomu odzitetezera ndi zipewa 	M	1	10.28
2	221029-184356_nya_394_elicit_9	mtsikana atavala ngati wojambula wa hip hop akuyimbira wachinyamata wina woti aphwanyire dansa akudzikweza mozondoka pa mkono umodzi 	M	1	14.18
3	221114-083438_nya_626_elicit_17	khamu la anthu laimirira m chipinda chamdima ambiri akuyang ana kuwala kowala kwambiri pamene zida zokuzira mawu ndi choimbira nyimbo zili kutsogolo 	F	0	16.97
2	221113-082401_nya_394_elicit_43	mnyamata akuchita chinyengo ndi skateboard yake pakhoma 	M	1	4.29
2	221101-124651_nya_394_elicit_3	anthu awiri otsetsereka otsetsereka ovala zipewa zawo atakwera mumsewu 	M	1	6.53
2	221028-153920_nya_394_elicit_37	amuna awiri akukhala pa mathirakitala pamene amuna ena awiri ndi mkazi akuyang ana udzu woduka m munda 	M	1	10.75
2	221030-115956_nya_394_elicit_40	gulu la apolisi ovala yunifolomu ya navy blue akusewera zida zamkuwa kwa gulu la ana 	M	1	9.07
2	221030-015318_nya_394_elicit_30	kamwana kamnyamata kamakhala m madzi n kukweza manja ake m mwamba n kumawaza madontho amadzi 	M	1	11.3
2	221028-175312_nya_394_elicit_42	mwamuna wovala mathalauza amizeremizere ndi malaya achikasu a mpiru amakhala patebulo panja pa lesitilanti 	M	1	10.37
2	221113-080157_nya_394_elicit_40	mayi wina wokhala ndi ponytail atavala malaya a pichesi mathalauza oyera a khaki komanso nsapato zakuda wakhala panja pa sitolo pa benchi ya wicker pamene akulemba pa kope 	M	1	15.97
3	221114-065237_nya_626_elicit_9	bambo wina wovala yunifomu ya asilikali akuyenda kuchoka pamzera wa magalimoto ankhondo 	F	0	11.09
2	221028-155804_nya_394_elicit_15	mwamuna wokhala ndi thanki yobiriwira ndi yoyera yokhala ndi mawu oti tipton komanso tagi yothamanga yokhala ndi nambala c one zero three akuthamanga 	M	1	13.59
2	221111-183608_nya_394_elicit_28	mnyamata ocepa wabvala juzi ayangana mzere wa mabwato ambiri pa madzi 	M	1	6.42
2	221113-080157_nya_394_elicit_10	galu wabulauni amalumphira pamitengo yamitundumitundu ndi ma cones okhala ndi manambala 	M	1	7.94
2	221029-181608_nya_394_elicit_29	mayi wina wa ku india akukhala m kachipinda kakang ono akupanga zithunzi zokongola pansalu zopangira mabulangete ndi zina zotero pansaluyo 	M	1	15.09
3	221114-071739_nya_626_elicit_31	woyenda panjinga atavala zakuda ndi zoyera ndi magalasi oyera adzuwa pamfundo zinazake 	F	0	8.14
3	221114-081628_nya_626_elicit_41	mkazi wa blond wovala pamwamba woyera ndi pansi wakuda akukankhira woyenda wakuda pamene mwamuna wa brunette wovala t sheti yotuwa ndi kabudula woyera akuyenda galu wabulauni 	F	0	18.13
2	221021-224449_nya_394_elicit_13	munthu wovala jekete yofiira yokhala ndi kolala yaubweya komanso chipewa chakuda choweramitsa mutu 	M	1	11.3
2	221101-181423_nya_394_elicit_19	gulu la atsikana ovala zovala zachisangalalo likuponya msungwana wina mumlengalenga ndi masewera othamanga kumbuyo 	M	1	11.75
2	221101-121530_nya_394_elicit_32	bambo wina ali m galimoto yonyamula katundu akugwira ntchito ndi nyali pamtengo wochita dzimbiri 	M	1	7.89
8	221010-174337_nya_97d_elicit_10	anthu akuyenda kusewera kugona m paki 	F	0	5.45
2	221021-234718_nya_394_elicit_43	munthu wovala chovala chamtundu wa neon yellow reflective chitetezo panjinga yamoto yokhala ndi neon yellow reflexes ponseponse 	M	1	12.02
2	221113-090125_nya_394_elicit_44	mtsikana wamng ono akuyang ana mpira wa pinki ndi wakuda pamalo oimika magalimoto 	M	1	8.14
2	221030-095301_nya_394_elicit_40	mzimayi wa blonde wagona pa udzu pa foni yake ya pinki yomwe ili pafupi ndi bambo wina wovala zakuda pa foni yake yam manja 	M	1	12.36
4	221112-005507_nya_626_elicit_7	bambo wina wovala suti atakhala pampando pomwe pali nyali m mbali mwake ndipo kutsogolo kwake kuli nyimbo akuyimba cello 	F	0	13.14
2	221028-181315_nya_394_elicit_48	mnyamata wovala jekete yotuwa ndi yachikasu akukweza dzanja lake pamaso pa ena omwe akhala momuzungulira 	M	1	8.73
4	221111-234816_nya_626_elicit_38	bambo wina atanyamula chitenje akuyang ana chapatali ndi dzanja lake pakamwa 	F	0	9.16
4	221112-003159_nya_626_elicit_4	galu woyera watsitsi lopiringizika wavala chomangira n kumaonera m madzi galu wina wakuda ndi wabulauni 	F	0	14.68
2	221111-183608_nya_394_elicit_34	mzibambo kutsogolo wabvala malaya oyera ndi kabudula wakuda achobva njinga ndi swanda mseu otanganidwa 	M	1	9.32
2	221021-224449_nya_394_elicit_7	munthu wovala malaya oyera amaluwa akuwerama pamene mpira ukubwerera mumsewu wa bowling 	M	1	8.69
3	221114-084253_nya_626_elicit_27	pali mnyamata panjinga ndi mtsikana atanyamula ambulera kukwera kumbuyo 	F	0	7.69
2	221101-175728_nya_394_elicit_47	amuna anayi ovala yunifolomu ya mpira wa buluu pabwalo la mpira pamene mmodzi wanyamula mpira ndikumvetsera kwa mwamuna wovala chovala chakuda 	M	1	12.68
2	221029-125153_nya_394_elicit_0	mtsikana wamng ono wovala malaya oyera ndi kabudula wabuluu atakwera pa swing 	M	1	7.1
7	221025-232508_nya_b6c_elicit_20	bambo wina yemwe wavala chipewa choyera choweta ng ombe malaya abuluu komanso vest yakuda wakwera ng ombe yakuda pabwalo lamasewera la rodeo 	F	0	15.0
4	221111-225532_nya_626_elicit_39	wachichepere akuyang ana paphewa lake pamene akuthamanga kumbuyo kuli mitengo ndi kasupe wamadzi 	F	0	9.94
2	221029-160417_nya_394_elicit_22	mnyamata wina wovala malaya abulauni akunyambita chala chake chachikulu atanyamula mbale ya chakudya 	M	1	9.41
2	221028-155804_nya_394_elicit_5	bambo wina wovala chipewa ndi zoyamika zoyamikapo akuyenda m minda ya chimanga n kulowera kunkhokwe komwe kunali kuseri 	M	1	12.34
2	221101-181423_nya_394_elicit_45	amuna angapo ovala zipewa akujambula chithunzi pafupi ndi malo ogulitsira mafuta 	M	1	7.21
2	221023-174803_nya_394_elicit_13	anthu awiri ovala mayunifolomu a mpira wa buluu ofiira ndi oyera anagwadira ngati akusewera 	M	1	9.44
2	221101-113540_nya_394_elicit_46	amuna atatu ovala majekete akuda ndi zipewa zoyera agwira panjanji yasiliva pafupi ndi msewu wodutsa anthu ambiri 	M	1	10.64
7	221026-000800_nya_b6c_elicit_12	mbalame ziwiri zoyera zikumenyana ndi chinachake mkamwa mwawo mu chipale chofewa 	F	0	10.1
2	221026-095826_nya_394_elicit_15	bambo wina wovala malaya akuda akuimba gitala ataima pambali pa maikolofoni 	M	1	6.35
2	221028-181315_nya_394_elicit_18	galu wabulauni ndi woyera waima ndi miyendo yakumbuyo kukafuna mpira 	M	1	6.9
2	221028-164751_nya_394_elicit_35	anyamata atatu panja pa udzu mnyamata mmodzi akugunda ena awiri akuwoneka kuti akupumula pamene gulu la anthu likuyimirira kuwayang ana 	M	1	12.41
2	221030-160514_nya_394_elicit_26	galu woyera ndi wofiirira amadumphira mumlengalenga pamwamba pa chipale chofewa 	M	1	7.26
4	221111-222234_nya_626_elicit_26	kamnyamata kakang ono kovala malaya amizeremizere yakuda ndi yofiira akuyenda pansi paphiri laudzu 	F	0	9.41
4	221111-222234_nya_626_elicit_37	kamwana akuyang ana nkhunda kutsidya lina la msewu 	F	0	5.83
3	221114-084253_nya_626_elicit_17	mwamuna wovala chipewa chakuda ndi malaya abuluu atanyamula mtsikana atavala juzi loyera 	F	0	8.67
2	221030-015318_nya_394_elicit_2	mayi wovala buluu akuthamanga pafupi ndi galu wakuda ndi woyera pamene akudumpha chopinga 	M	1	7.58
2	221028-173712_nya_394_elicit_29	mtsikana wina wovala pinki wokhala ndi barrette watsitsi akuyang ana milomo yake pa chokoleti chachikulu cha mkaka 	M	1	11.32
3	221114-062550_nya_626_elicit_27	anthu awiri ali m nyumba m malo okhazikika ndipo m modzi wa iwo ali pansi 	F	0	8.78
2	221023-174803_nya_394_elicit_24	woyenda panyanja atakwera pabwalo losambira m mafunde amphamvu 	M	1	6.94
4	221111-235753_nya_626_elicit_33	munthu ameneyu wavala malaya abuluu akusenga thabwa la boti limene akulimanga 	F	0	9.48
2	221022-142238_nya_394_elicit_10	azimayi atatu ovala madiresi akuwerama mumtsinje wamatope akutola zomera zobiriwira 	M	1	8.28
2	221030-151347_nya_394_elicit_30	mayi ali m zidendene atanyamula chikwama ndi mwamuna wa chipewa chakuda akugudubuza thumba pa phula lonyowa 	M	1	12.25
2	221028-162153_nya_394_elicit_42	khamu la anthu likuoneka kuti likumvetsera wokamba nkhani pamene mwamuna ndi mkazi akulankhula kumbuyo kwawo 	M	1	10.03
2	221030-154054_nya_394_elicit_36	mwamuna wovala t shirt ya buluu ndi jinzi ya buluu atayima kutsogolo kwa dziwe lomwe lili ndi kakombo pafupi ndi phiri 	M	1	10.32
2	221113-092355_nya_394_elicit_1	anthu amenewa akusambira akutulutsa manja ndi miyendo m madzi 	M	1	5.79
2	221021-224449_nya_394_elicit_40	mwana yemwe wangobadwa kumene kuchipatala akusamalidwa ndi dotolo ndi namwino 	M	1	8.73
